fiscal_year,Query_Run,Customer,SubCustomer,productorservicearea,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2005,08:22.5,Defense,Other DoD,FRS&C,Fixed Price with Economic Price Adjustment,1092210,4
2005,08:22.5,Defense,Other DoD,FRS&C,Labor Hours,348102,5
2005,08:22.5,Defense,Other DoD,Ground Vehicles,Fixed Price Award Fee,173327.29,1
2005,08:22.5,Defense,Other DoD,ICT,Cost Sharing,541913,1
2005,08:22.5,Defense,Other DoD,ICT,Fixed Price Redetermination,1749651,3
2005,08:22.5,Defense,Other DoD,MED,Not Reported,6174148,6
2005,08:22.5,Defense,Other DoD,Missiles & Space,Firm Fixed Price,1697930,14
2005,08:22.5,Defense,Other DoD,Other,Cost Plus Fixed Fee,72498844,26
2005,08:22.5,Defense,Other DoD,PAMS,Not Reported,250402350.3,812
2005,08:22.5,Defense,Other DoD,R&D,Cost Plus Fixed Fee,602998110,981
2006,08:22.5,Defense,Air Force,Aircraft,Fixed Price Award Fee,575467820,12
2006,08:22.5,Defense,Air Force,Clothing & Subsistence,Firm Fixed Price,91231662.06,2852
2006,08:22.5,Defense,Air Force,Electronics & Communications,Cost No Fee,13787788.6,54
2006,08:22.5,Defense,Air Force,Electronics & Communications,Cost Plus Award Fee,183339561,106
2006,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price with Economic Price Adjustment,1624511,3
2006,08:22.5,Defense,Air Force,Electronics & Communications,Labor Hours,28433948,60
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Time and Materials,4914643,29
2006,08:22.5,Defense,Air Force,FRS&C,Fixed Price Award Fee,127937985.9,131
2006,08:22.5,Defense,Air Force,Fuels,Firm Fixed Price,6747942,166
2006,08:22.5,Defense,Air Force,Ground Vehicles,Firm Fixed Price,116632434.8,982
2006,08:22.5,Defense,Air Force,ICT,Fixed Price Incentive,41121063.6,9
2006,08:22.5,Defense,Air Force,ICT,Time and Materials,297685399.7,788
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Firm Fixed Price,702842279.6,495
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Fixed Price Incentive,5008982,1
2006,08:22.5,Defense,Air Force,MED,Combination (two or more),5590162,48
2006,08:22.5,Defense,Air Force,Missiles & Space,Not Reported,1606454,32
2006,08:22.5,Defense,Air Force,Missiles & Space,Time and Materials,8591230,52
2006,08:22.5,Defense,Air Force,Other,Cost Plus Award Fee,94979864,74
2006,08:22.5,Defense,Air Force,PAMS,Cost No Fee,320229324.9,834
2006,08:22.5,Defense,Air Force,PAMS,Fixed Price with Economic Price Adjustment,295267823,44
2006,08:22.5,Defense,Army,NULL,Not Reported,629357,8
2006,08:22.5,Defense,Army,Aircraft,Firm Fixed Price,3191676625,3695
2006,08:22.5,Defense,Air Force,ICT,Fixed Price Award Fee,13778545,16
2006,08:22.5,Defense,Air Force,ICT,Fixed Price with Economic Price Adjustment,879455,3
2006,08:22.5,Defense,Air Force,MED,Fixed Price Award Fee,177506,1
2006,08:22.5,Defense,Air Force,Other,Cost No Fee,1345527,14
2006,08:22.5,Defense,Air Force,PAMS,Firm Fixed Price,4283043609,13797
2006,08:22.5,Defense,Air Force,PAMS,Fixed Price Incentive,173873806,17
2006,08:22.5,Defense,Air Force,PAMS,Not Reported,283402039,1630
2006,08:22.5,Defense,Air Force,R&D,Cost No Fee,481278346,920
2006,08:22.5,Defense,Air Force,R&D,Cost Plus Fixed Fee,4256032356,8124
2006,08:22.5,Defense,Air Force,R&D,Labor Hours,41856636.17,109
2006,08:22.5,Defense,Army,NULL,Cost No Fee,4800769,2
2006,08:22.5,Defense,Army,NULL,Cost Plus Fixed Fee,-10782,9
2006,08:22.5,Defense,Army,NULL,Labor Hours,102267,5
2006,08:22.5,Defense,Army,Aircraft,Cost Plus Fixed Fee,352753336.4,161
2006,08:22.5,Defense,Army,Clothing & Subsistence,Fixed Price Award Fee,0,NULL
2006,08:22.5,Defense,Army,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,1882800,90
2006,08:22.5,Defense,Army,Electronics & Communications,Combination (two or more),149988184.7,75
2006,08:22.5,Defense,Army,Electronics & Communications,Cost Plus Award Fee,2854184,3
2006,08:22.5,Defense,Army,Electronics & Communications,Fixed Price Level of Effort,315838.75,1
2006,08:22.5,Defense,Army,Electronics & Communications,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,ERS,Cost Plus Award Fee,62499510.18,85
2006,08:22.5,Defense,Army,ERS,Cost Plus Incentive,143971507,26
2006,08:22.5,Defense,Army,FRS&C,Cost Plus Award Fee,1497861429,2046
2006,08:22.5,Defense,Army,FRS&C,Fixed Price Level of Effort,2534324,8
2006,08:22.5,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,135501906.5,423
2006,08:22.5,Defense,Army,FRS&C,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,FRS&C,Other (none of the above),8839845,6
2006,08:22.5,Defense,Army,Ground Vehicles,Fixed Price Redetermination,281769,7
2006,08:22.5,Defense,Army,ICT,Cost Sharing,-510,2
2006,08:22.5,Defense,Army,ICT,Firm Fixed Price,1037028339,10006
2006,08:22.5,Defense,Army,ICT,Fixed Price Redetermination,1873902,9
2006,08:22.5,Defense,Army,Launchers & Munitions,Firm Fixed Price,4306362862,3632
2006,08:22.5,Defense,Army,MED,Firm Fixed Price,554462550.2,9469
2006,08:22.5,Defense,Army,MED,Fixed Price Incentive,-2225,1
2006,08:22.5,Defense,Army,MED,Not Reported,9038939,304
2006,08:22.5,Defense,Army,Missiles & Space,Firm Fixed Price,2042961245,940
2006,08:22.5,Defense,Army,Other,Cost Plus Incentive,22149557,5
2006,08:22.5,Defense,Army,Other,Fixed Price with Economic Price Adjustment,5819870,105
2006,08:22.5,Defense,Army,Other,Labor Hours,-337790,2
2006,08:22.5,Defense,Army,PAMS,Combination (two or more),693113383.6,1417
2006,08:22.5,Defense,Army,PAMS,Cost No Fee,935654125.6,519
2006,08:22.5,Defense,Army,PAMS,Order Dependent (IDV only),0,NULL
2005,08:22.5,Defense,Navy,Fuels,Cost No Fee,174934,7
2005,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price Award Fee,478274,1
2005,08:22.5,Defense,Navy,ICT,Cost Sharing,848080,2
2005,08:22.5,Defense,Navy,ICT,Fixed Price Award Fee,50651,4
2005,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Fixed Fee,689232655,55
2005,08:22.5,Defense,Navy,MED,Not Reported,17351962,104
2005,08:22.5,Defense,Navy,R&D,Cost Plus Award Fee,7707535296,421
2005,08:22.5,Defense,Navy,R&D,Labor Hours,4030637,142
2005,08:22.5,Defense,Navy,Ships,Firm Fixed Price,490090051.1,2477
2005,08:22.5,Defense,Other DoD,Clothing & Subsistence,Firm Fixed Price,48497617.07,342
2005,08:22.5,Defense,Other DoD,Clothing & Subsistence,Not Reported,2381999,99
2005,08:22.5,Defense,Other DoD,Electronics & Communications,Fixed Price Redetermination,75973,3
2005,08:22.5,Defense,Other DoD,ERS,Fixed Price Redetermination,3360,1
2005,08:22.5,Defense,Other DoD,ERS,Time and Materials,4694438.65,27
2005,08:22.5,Defense,Other DoD,FRS&C,Fixed Price Incentive,218517779,27
2005,08:22.5,Defense,Other DoD,FRS&C,Fixed Price Redetermination,81976,1
2005,08:22.5,Defense,Other DoD,FRS&C,Not Reported,11682124,126
2005,08:22.5,Defense,Other DoD,ICT,Cost No Fee,9856324,37
2005,08:22.5,Defense,Other DoD,ICT,Cost Plus Fixed Fee,114755171.1,162
2005,08:22.5,Defense,Other DoD,MED,Cost No Fee,3161670,2
2005,08:22.5,Defense,Other DoD,Other,Cost Sharing,13966.04,1
2005,08:22.5,Defense,Other DoD,Other,Firm Fixed Price,750683669.7,6164
2005,08:22.5,Defense,Other DoD,Other,Fixed Price Redetermination,156183.08,7
2005,08:22.5,Defense,Other DoD,Other,Time and Materials,18893354,19
2005,08:22.5,Defense,Other DoD,PAMS,Cost Plus Incentive,10657760,3
2005,08:22.5,Defense,Other DoD,PAMS,Fixed Price Award Fee,10146406.47,26
2005,08:22.5,Defense,Other DoD,Ships,Cost Plus Fixed Fee,51160,1
2006,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price Incentive,-1960238,8
2006,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price Redetermination,388815,1
2006,08:22.5,Defense,Air Force,Electronics & Communications,Not Reported,355088452,6275
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Cost Plus Incentive,8911819,8
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price Award Fee,10592177,26
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price with Economic Price Adjustment,770359716,97
2006,08:22.5,Defense,Air Force,ERS,Combination (two or more),1088831,8
2006,08:22.5,Defense,Air Force,ERS,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,ERS,Time and Materials,1466580537,2235
2006,08:22.5,Defense,Air Force,ICT,Cost Plus Fixed Fee,56995671,93
2006,08:22.5,Defense,Air Force,ICT,Labor Hours,259451273,593
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Cost No Fee,4674077,6
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Cost Plus Award Fee,34940016,22
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Cost Plus Fixed Fee,41942057,30
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Labor Hours,212364,1
2005,08:22.5,Defense,Other DoD,ICT,Labor Hours,56428341.45,137
2005,08:22.5,Defense,Other DoD,Launchers & Munitions,Time and Materials,21047,2
2005,08:22.5,Defense,Other DoD,Other,Fixed Price Incentive,28090.79,2
2005,08:22.5,Defense,Other DoD,Other,Not Reported,40322346.61,1571
2005,08:22.5,Defense,Other DoD,PAMS,Cost Sharing,2611442.23,17
2005,08:22.5,Defense,Other DoD,PAMS,Fixed Price Level of Effort,64309,4
2005,08:22.5,Defense,Other DoD,R&D,Cost Sharing,632527,2
2006,08:22.5,Defense,Air Force,NULL,Firm Fixed Price,0,NULL
2006,08:22.5,Defense,Air Force,Aircraft,Cost Plus Fixed Fee,1165971480,270
2006,08:22.5,Defense,Air Force,Aircraft,Firm Fixed Price,12331434831,5230
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Cost Plus Award Fee,132451216,41
2006,08:22.5,Defense,Air Force,ERS,Cost Plus Award Fee,183431715,88
2006,08:22.5,Defense,Air Force,ERS,Cost Plus Incentive,100230511,65
2006,08:22.5,Defense,Air Force,FRS&C,Combination (two or more),58935503.14,68
2006,08:22.5,Defense,Air Force,FRS&C,Cost Sharing,0,NULL
2006,08:22.5,Defense,Air Force,FRS&C,Fixed Price Incentive,56226895,91
2006,08:22.5,Defense,Air Force,FRS&C,Fixed Price with Economic Price Adjustment,144023524.4,350
2006,08:22.5,Defense,Air Force,FRS&C,Not Reported,61366007,260
2006,08:22.5,Defense,Air Force,ICT,Firm Fixed Price,1344837056,4721
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Time and Materials,12677741,58
2006,08:22.5,Defense,Air Force,MED,Firm Fixed Price,131914788.9,2090
2006,08:22.5,Defense,Air Force,Missiles & Space,Cost Plus Fixed Fee,117853685,53
2006,08:22.5,Defense,Air Force,Other,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,PAMS,Combination (two or more),1057935906,692
2006,08:22.5,Defense,Air Force,PAMS,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,PAMS,Time and Materials,1596684176,3171
2006,08:22.5,Defense,Air Force,R&D,Combination (two or more),4527139,10
2006,08:22.5,Defense,Air Force,R&D,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,R&D,Time and Materials,49340222,156
2006,08:22.5,Defense,Army,NULL,Combination (two or more),11200894,12
2006,08:22.5,Defense,Army,Aircraft,Combination (two or more),7372,2
2006,08:22.5,Defense,Army,Aircraft,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,Aircraft,Time and Materials,37856198,37
2006,08:22.5,Defense,Army,Clothing & Subsistence,Cost Plus Fixed Fee,6846820,8
2006,08:22.5,Defense,Army,Clothing & Subsistence,Firm Fixed Price,1587244526,14207
2006,08:22.5,Defense,Army,Electronics & Communications,Cost Plus Fixed Fee,83502003.54,157
2006,08:22.5,Defense,Army,ERS,Fixed Price Redetermination,131436,6
2006,08:22.5,Defense,Army,Fuels,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,Ground Vehicles,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,ICT,Time and Materials,437951122.5,1171
2006,08:22.5,Defense,Army,Launchers & Munitions,Combination (two or more),75340660,24
2006,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price Incentive,15081,1
2006,08:22.5,Defense,Army,Aircraft,Fixed Price Incentive,401523959,9
2006,08:22.5,Defense,Army,Clothing & Subsistence,Combination (two or more),22170479,10
2006,08:22.5,Defense,Army,Electronics & Communications,Cost Plus Incentive,20682496,28
2006,08:22.5,Defense,Army,Engines & Power Plants,Cost Plus Fixed Fee,16556906,20
2006,08:22.5,Defense,Army,ERS,Not Reported,13700414.06,870
2006,08:22.5,Defense,Army,FRS&C,Combination (two or more),297998211.6,274
2006,08:22.5,Defense,Army,FRS&C,Cost Sharing,318905,17
2006,08:22.5,Defense,Army,FRS&C,Fixed Price Incentive,-2034089.16,9
2006,08:22.5,Defense,Army,Ground Vehicles,Cost Plus Fixed Fee,476837064,246
2006,08:22.5,Defense,Army,ICT,Fixed Price Level of Effort,554884,10
2006,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Fixed Fee,92102723.85,161
2006,08:22.5,Defense,Army,MED,Cost Plus Award Fee,20758755.09,4
2006,08:22.5,Defense,Army,MED,Cost Plus Fixed Fee,24071005,72
2006,08:22.5,Defense,Army,Missiles & Space,Cost No Fee,36000,2
2006,08:22.5,Defense,Army,Other,Not Reported,141713673.8,5192
2006,08:22.5,Defense,Army,PAMS,Cost Plus Incentive,207211401,47
2006,08:22.5,Defense,Army,PAMS,Fixed Price Award Fee,24905211.36,61
2006,08:22.5,Defense,Army,PAMS,Other (none of the above),86400,1
2006,08:22.5,Defense,Army,R&D,Cost No Fee,333544627.6,1219
2006,08:22.5,Defense,Army,R&D,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,Ships,Fixed Price with Economic Price Adjustment,100425,3
2006,08:22.5,Defense,DLA,Aircraft,Firm Fixed Price,1121024797,33622
2006,08:22.5,Defense,DLA,Aircraft,Fixed Price Incentive,8301989,996
2006,08:22.5,Defense,DLA,Clothing & Subsistence,Combination (two or more),90504,2
2006,08:22.5,Defense,DLA,Clothing & Subsistence,Fixed Price Redetermination,1045119,3
2006,08:22.5,Defense,DLA,ERS,Not Reported,24975492.99,792
2006,08:22.5,Defense,DLA,FRS&C,Fixed Price Redetermination,5627218,17
2006,08:22.5,Defense,DLA,Fuels,Not Reported,700138,13
2006,08:22.5,Defense,DLA,Missiles & Space,Fixed Price with Economic Price Adjustment,3337162,171
2006,08:22.5,Defense,DLA,Other,Not Reported,53266870,861
2006,08:22.5,Defense,DLA,PAMS,Fixed Price Award Fee,3556633,11
2006,08:22.5,Defense,DLA,R&D,Cost No Fee,866622,34
2006,08:22.5,Defense,MDA,ERS,Firm Fixed Price,19572,2
2006,08:22.5,Defense,MDA,Ground Vehicles,Firm Fixed Price,49310,2
2006,08:22.5,Defense,MDA,Missiles & Space,Not Reported,0,NULL
2006,08:22.5,Defense,MDA,PAMS,Labor Hours,888483,4
2006,08:22.5,Defense,MDA,R&D,Firm Fixed Price,48678582.16,199
2006,08:22.5,Defense,MDA,R&D,Fixed Price Redetermination,-491207,1
2006,08:22.5,Defense,MilitaryHealth,ERS,Not Reported,61267.76,3
2006,08:22.5,Defense,MilitaryHealth,FRS&C,Firm Fixed Price,21334,3
2006,08:22.5,Defense,MilitaryHealth,MED,Fixed Price Award Fee,176268178.3,2
2006,08:22.5,Defense,Navy,NULL,Fixed Price with Economic Price Adjustment,22000,1
2006,08:22.5,Defense,Navy,Aircraft,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,MED,Cost Plus Incentive,2337418,2
2006,08:22.5,Defense,Air Force,Missiles & Space,Cost Plus Award Fee,683242593,71
2006,08:22.5,Defense,Air Force,Other,Combination (two or more),59078,2
2006,08:22.5,Defense,Air Force,Other,Time and Materials,7962907,30
2006,08:22.5,Defense,Air Force,PAMS,Fixed Price Redetermination,-6749755,5
2006,08:22.5,Defense,Army,Aircraft,Fixed Price with Economic Price Adjustment,834572,3
2006,08:22.5,Defense,Army,Clothing & Subsistence,Cost No Fee,-8273,3
2006,08:22.5,Defense,Army,Electronics & Communications,Cost No Fee,22066003,34
2006,08:22.5,Defense,Army,Engines & Power Plants,Combination (two or more),86534,1
2006,08:22.5,Defense,Army,Engines & Power Plants,Firm Fixed Price,1719532451,3522
2006,08:22.5,Defense,Army,Engines & Power Plants,Fixed Price Redetermination,5557382,4
2006,08:22.5,Defense,Army,Engines & Power Plants,Not Reported,2561737,125
2006,08:22.5,Defense,Army,Engines & Power Plants,Time and Materials,21333,9
2006,08:22.5,Defense,Army,FRS&C,Cost No Fee,265708475.4,513
2006,08:22.5,Defense,Army,FRS&C,Labor Hours,6030326.2,45
2006,08:22.5,Defense,Army,Fuels,Fixed Price with Economic Price Adjustment,1006573,7
2006,08:22.5,Defense,Army,Ground Vehicles,Cost Sharing,99680,7
2006,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Incentive,120794090,30
2006,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price Award Fee,807840,2
2006,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price Redetermination,1495524,1
2006,08:22.5,Defense,Army,MED,Time and Materials,4829404,39
2006,08:22.5,Defense,Army,Missiles & Space,Fixed Price Redetermination,468074,7
2006,08:22.5,Defense,Army,Other,Cost Plus Fixed Fee,129411134.1,174
2006,08:22.5,Defense,Army,PAMS,Fixed Price Level of Effort,11851634.3,69
2006,08:22.5,Defense,Army,R&D,Cost Sharing,24453217,72
2006,08:22.5,Defense,Army,R&D,Fixed Price Award Fee,2640654.47,21
2006,08:22.5,Defense,Army,Ships,Not Reported,454687,35
2006,08:22.5,Defense,DLA,Aircraft,Fixed Price with Economic Price Adjustment,14020395,1253
2006,08:22.5,Defense,DLA,Clothing & Subsistence,Labor Hours,5190734,20
2006,08:22.5,Defense,DLA,Electronics & Communications,Cost No Fee,4795,1
2006,08:22.5,Defense,DLA,Engines & Power Plants,Combination (two or more),0,1
2006,08:22.5,Defense,DLA,Engines & Power Plants,Fixed Price Incentive,8454,2
2006,08:22.5,Defense,DLA,Engines & Power Plants,Fixed Price Redetermination,26555173,85
2006,08:22.5,Defense,DLA,Engines & Power Plants,Not Reported,579276,10
2006,08:22.5,Defense,DLA,FRS&C,Cost No Fee,100000,1
2006,08:22.5,Defense,DLA,FRS&C,Labor Hours,941358,12
2006,08:22.5,Defense,DLA,Fuels,Fixed Price with Economic Price Adjustment,12821056755,1009
2006,08:22.5,Defense,DLA,Ground Vehicles,Firm Fixed Price,372507521.2,19782
2006,08:22.5,Defense,DLA,R&D,Cost Sharing,3227767,11
2006,08:22.5,Defense,DLA,Ships,Not Reported,50650,5
2006,08:22.5,Defense,MDA,Electronics & Communications,Firm Fixed Price,761372,12
2005,08:22.5,Defense,Other DoD,Ships,Firm Fixed Price,18720800,85
2006,08:22.5,Defense,Air Force,Aircraft,Fixed Price Redetermination,19250,1
2006,08:22.5,Defense,Air Force,Clothing & Subsistence,Cost Plus Fixed Fee,3443004.79,7
2006,08:22.5,Defense,Air Force,Electronics & Communications,Cost Plus Incentive,121400908.3,102
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Firm Fixed Price,1181114743,2536
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price Redetermination,55675,1
2006,08:22.5,Defense,Air Force,ERS,Cost Plus Fixed Fee,132680074,95
2006,08:22.5,Defense,Air Force,ERS,Firm Fixed Price,3394879891,9055
2006,08:22.5,Defense,Air Force,FRS&C,Cost No Fee,90394625,308
2006,08:22.5,Defense,Air Force,FRS&C,Labor Hours,3378,4
2006,08:22.5,Defense,Air Force,ICT,Combination (two or more),93807595.51,321
2006,08:22.5,Defense,Air Force,ICT,Cost Plus Award Fee,420058989,482
2006,08:22.5,Defense,Air Force,ICT,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,Missiles & Space,Fixed Price Redetermination,63540,2
2006,08:22.5,Defense,Air Force,Other,Cost Plus Fixed Fee,7889962,18
2006,08:22.5,Defense,Air Force,Other,Firm Fixed Price,1312767958,56701
2006,08:22.5,Defense,Air Force,PAMS,Labor Hours,105960965.2,410
2006,08:22.5,Defense,Air Force,Ships,Not Reported,1387317,23
2006,08:22.5,Defense,Army,NULL,Firm Fixed Price,23188897.68,190
2006,08:22.5,Defense,Army,Clothing & Subsistence,Fixed Price Redetermination,270987,4
2006,08:22.5,Defense,Army,Clothing & Subsistence,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,Electronics & Communications,Fixed Price Award Fee,-108416.33,52
2006,08:22.5,Defense,Army,Electronics & Communications,Fixed Price Redetermination,370857,11
2006,08:22.5,Defense,Army,ERS,Cost Plus Fixed Fee,683472619.9,340
2006,08:22.5,Defense,Army,ERS,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,FRS&C,Cost Plus Incentive,207668669,145
2006,08:22.5,Defense,Army,FRS&C,Fixed Price Award Fee,301125242,655
2006,08:22.5,Defense,Army,Fuels,Firm Fixed Price,22024663.36,1296
2006,08:22.5,Defense,Army,Ground Vehicles,Firm Fixed Price,7156493780,7786
2006,08:22.5,Defense,Army,ICT,Combination (two or more),214180723.7,447
2006,08:22.5,Defense,Army,ICT,Fixed Price Incentive,3003910,15
2006,08:22.5,Defense,Army,ICT,Not Reported,46844936.77,879
2006,08:22.5,Defense,Army,Launchers & Munitions,Cost No Fee,2314187,39
2006,08:22.5,Defense,Army,Other,Combination (two or more),14633199.04,252
2006,08:22.5,Defense,Army,Other,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,Other,Time and Materials,25219625,117
2006,08:22.5,Defense,Army,PAMS,Fixed Price with Economic Price Adjustment,24897698.19,37
2006,08:22.5,Defense,Army,R&D,Fixed Price with Economic Price Adjustment,1586195,40
2006,08:22.5,Defense,Army,R&D,Time and Materials,753379895.8,2587
2006,08:22.5,Defense,DLA,Aircraft,Labor Hours,15280,2
2006,08:22.5,Defense,DLA,Engines & Power Plants,Firm Fixed Price,630342714,19182
2006,08:22.5,Defense,DLA,ERS,Firm Fixed Price,150323217.5,2287
2006,08:22.5,Defense,Army,Aircraft,Not Reported,11133197,69
2006,08:22.5,Defense,Army,Clothing & Subsistence,Time and Materials,998979,3
2006,08:22.5,Defense,Army,Electronics & Communications,Cost Sharing,5720,6
2006,08:22.5,Defense,Army,Electronics & Communications,Firm Fixed Price,7649522255,35364
2006,08:22.5,Defense,Army,Engines & Power Plants,Cost No Fee,1239903,2
2006,08:22.5,Defense,Army,Engines & Power Plants,Cost Plus Award Fee,8652040,5
2006,08:22.5,Defense,Army,Engines & Power Plants,Fixed Price with Economic Price Adjustment,28502278.62,81
2006,08:22.5,Defense,Army,Engines & Power Plants,Labor Hours,4565,1
2006,08:22.5,Defense,Army,Engines & Power Plants,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Army,ERS,Combination (two or more),69568096.27,144
2006,08:22.5,Defense,Army,ERS,Firm Fixed Price,1728575178,20402
2006,08:22.5,Defense,Army,FRS&C,Not Reported,59793931.16,556
2006,08:22.5,Defense,Army,FRS&C,Time and Materials,59154041,501
2006,08:22.5,Defense,Army,Ground Vehicles,Cost No Fee,398615435.3,36
2006,08:22.5,Defense,Army,Ground Vehicles,Fixed Price with Economic Price Adjustment,1145239,8
2006,08:22.5,Defense,Army,ICT,Cost No Fee,58894010,84
2006,08:22.5,Defense,Army,ICT,Cost Plus Award Fee,52834471.32,162
2006,08:22.5,Defense,Army,ICT,Fixed Price with Economic Price Adjustment,36642400.84,206
2006,08:22.5,Defense,Army,ICT,Labor Hours,53553363.25,142
2006,08:22.5,Defense,Army,ICT,Order Dependent (IDV only),0,2
2006,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price with Economic Price Adjustment,310934058.8,55
2006,08:22.5,Defense,Army,MED,Cost Plus Incentive,1247775,10
2006,08:22.5,Defense,Army,MED,Fixed Price with Economic Price Adjustment,149616461.7,709
2006,08:22.5,Defense,Army,Missiles & Space,Cost Plus Fixed Fee,57204937,69
2006,08:22.5,Defense,Army,Missiles & Space,Fixed Price Level of Effort,54854,1
2006,08:22.5,Defense,Army,Other,Firm Fixed Price,8452832538,99362
2006,08:22.5,Defense,Army,Other,Fixed Price Incentive,3651,1
2006,08:22.5,Defense,Army,PAMS,Cost Sharing,4193648,13
2006,08:22.5,Defense,Army,PAMS,Labor Hours,267870698,1163
2006,08:22.5,Defense,Army,R&D,Combination (two or more),245698343,208
2006,08:22.5,Defense,Army,R&D,Fixed Price Level of Effort,26238227.62,78
2006,08:22.5,Defense,Army,Ships,Cost Plus Fixed Fee,327890,4
2006,08:22.5,Defense,DLA,Aircraft,Fixed Price Redetermination,5809696,63
2006,08:22.5,Defense,DLA,Aircraft,Not Reported,3007499,22
2006,08:22.5,Defense,DLA,Electronics & Communications,Firm Fixed Price,779771436.3,42052
2006,08:22.5,Defense,DLA,Electronics & Communications,Fixed Price Redetermination,1197459,71
2006,08:22.5,Defense,DLA,Engines & Power Plants,Fixed Price with Economic Price Adjustment,97308090,2046
2006,08:22.5,Defense,DLA,Engines & Power Plants,Labor Hours,6140,2
2006,08:22.5,Defense,DLA,FRS&C,Not Reported,875163,60
2006,08:22.5,Defense,DLA,FRS&C,Time and Materials,715018,1
2006,08:22.5,Defense,DLA,ICT,Cost No Fee,5400,1
2006,08:22.5,Defense,DLA,ICT,Fixed Price with Economic Price Adjustment,10348,1
2006,08:22.5,Defense,Air Force,Electronics & Communications,Order Dependent (IDV only),0,NULL
2006,08:22.5,Defense,Air Force,Engines & Power Plants,Not Reported,7435983,220
2006,08:22.5,Defense,Air Force,ERS,Labor Hours,2897761,29
2006,08:22.5,Defense,Air Force,ERS,Not Reported,17568837,455
2006,08:22.5,Defense,Air Force,FRS&C,Cost Plus Fixed Fee,1484415713,465
2006,08:22.5,Defense,Air Force,FRS&C,Firm Fixed Price,3429411129,16650
2006,08:22.5,Defense,Air Force,FRS&C,Fixed Price Redetermination,7000683,21
2006,08:22.5,Defense,Air Force,ICT,Fixed Price Level of Effort,14877313.2,1
2006,08:22.5,Defense,Air Force,Launchers & Munitions,Fixed Price Award Fee,4154358,1
2006,08:22.5,Defense,Air Force,Missiles & Space,Cost No Fee,1242490,6
2006,08:22.5,Defense,Air Force,Missiles & Space,Cost Plus Incentive,23315482,20
2006,08:22.5,Defense,Air Force,Other,Cost Plus Incentive,11453091,18
2006,08:22.5,Defense,Air Force,Other,Not Reported,210640331,5907
2006,08:22.5,Defense,Air Force,PAMS,Cost Plus Incentive,449767692.4,278
2006,08:22.5,Defense,Air Force,PAMS,Fixed Price Award Fee,115206661.4,182
2006,08:22.5,Defense,Air Force,R&D,Cost Plus Award Fee,4455308859,846
2006,08:22.5,Defense,Air Force,R&D,Cost Sharing,28825318,57
2006,08:22.5,Defense,Army,Aircraft,Cost Plus Incentive,70423099,5
2006,08:22.5,Defense,Army,Aircraft,Fixed Price Award Fee,10928214,4
