fiscal_year,Query_Run_Date,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,SumOfobligatedAmount,SumOfnumberOfActions
2007,18:19.4,DLA,MED,No Competition (Only One Source Exception),No competition,41403,6
2007,18:19.4,DLA,PAMS,Limited Competition with multiple offers,10-24 Offers,1321273.37,15
2007,18:19.4,DLA,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,4573241.23,23
2007,18:19.4,DLA,R&D,Full Competition (Multiple Offers),3-4 Offers,2701622.24,17
2007,18:19.4,DLA,R&D,No Competition (Other Exception),No competition,14569.67,9
2007,18:19.4,MDA,ERS,Limited Competition with multiple offers,Two Offers,1025697,7
2007,18:19.4,MDA,FRS&C,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,48541,6
2007,18:19.4,MDA,ICT,No Competition (Only One Source Exception),No competition,6669981,10
2007,18:19.4,MDA,PAMS,No Competition (Only One Source Exception),No competition,8887679,13
2007,18:19.4,MDA,PAMS,No Competition (Other Exception),No competition,15616133,21
2007,18:19.4,MDA,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,-4231145,5
2007,18:19.4,MDA,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,371981,5
2007,18:19.4,MDA,Products,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),-559.35,1
2007,18:19.4,MDA,R&D,Full Competition (Multiple Offers),3-4 Offers,2134105876,93
2007,18:19.4,MDA,R&D,No Competition (Other Exception),No competition,22879595.04,68
2007,18:19.4,MilitaryHealth,ERS,Full Competition (Multiple Offers),Two Offers,-482.23,1
2007,18:19.4,MilitaryHealth,ERS,No Competition (Unlabeled Exception),No competition,6006.87,3
2007,18:19.4,MilitaryHealth,ICT,Limited Competition with multiple offers,Two Offers,63406.6,2
2007,18:19.4,MilitaryHealth,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,311894.7,3
2007,18:19.4,MilitaryHealth,Products,Full Competition (Multiple Offers),Two Offers,22828.86,8
2007,18:19.4,Navy,ERS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-25109.83,5
2007,18:19.4,Navy,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-14863949.09,789
2007,18:19.4,Navy,FRS&C,Competition with single offer,One Offer,460923316.5,3281
2007,18:19.4,Navy,FRS&C,Full Competition (Multiple Offers),3-4 Offers,1291168032,5471
2007,18:19.4,Navy,FRS&C,No Competition (Only One Source Exception),No competition,592162114.8,1345
2007,18:19.4,Navy,FRS&C,No Competition (Other Exception),No competition,932484959.8,6653
2007,18:19.4,Navy,Fuel,Full Competition (Multiple Offers),Two Offers,1208719.53,35
2007,18:19.4,Navy,Fuel,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,335600.15,65
2007,18:19.4,Navy,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,53896824.95,818
2007,18:19.4,Navy,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,5394189.18,93
2007,18:19.4,Navy,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,62910054.89,107
2007,18:19.4,Navy,ICT,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),443922.52,10
2007,18:19.4,Navy,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,1132831.84,17
2007,18:19.4,Navy,MED,No Competition (Unlabeled Exception),No competition,1731594.8,107
2007,18:19.4,Navy,MED,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2007,18:19.4,Navy,MED,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,-715688,30
2007,18:19.4,Navy,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,72998888.62,1130
2007,18:19.4,MDA,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,379377,5
2007,18:19.4,MDA,PAMS,Full Competition (Multiple Offers),5-9 Offers,-215621,2
2007,18:19.4,MDA,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,302646,3
2007,18:19.4,MDA,Products,No Competition (Unlabeled Exception),No competition,-2500,1
2007,18:19.4,MDA,R&D,Limited Competition with multiple offers,25-99 Offers,13498973,23
2007,18:19.4,MDA,R&D,Limited Competition with multiple offers,Two Offers,7448399,30
2007,18:19.4,MilitaryHealth,Products,Full Competition (Multiple Offers),3-4 Offers,21610.93,5
2007,18:19.4,MilitaryHealth,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,43520.16,1
2007,18:19.4,MilitaryHealth,Products,No Competition (Other Exception),No competition,23742.99,7
2007,18:19.4,Navy,ERS,Full Competition (Multiple Offers),100+ Offers,300000,1
2007,18:19.4,Navy,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-986,1
2007,18:19.4,Navy,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,1156290.44,19
2007,18:19.4,Navy,FRS&C,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),7975,2
2007,18:19.4,Navy,Fuel,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,1
2007,18:19.4,Navy,Fuel,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,19034,1
2007,18:19.4,Navy,ICT,Full Competition (Multiple Offers),10-24 Offers,28216578.7,116
2007,18:19.4,Navy,ICT,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,9046548.29,292
2007,18:19.4,Navy,MED,Competition with single offer (Overrode blank Fair Opportunity),One Offer,3756633.17,55
2007,18:19.4,Navy,PAMS,Limited Competition with multiple offers,Two Offers,941437711.1,3493
2007,18:19.4,Navy,PAMS,No Competition (Follow on to competed action),No competition,49545275.29,269
2007,18:19.4,Navy,Products,Competition with single offer,One Offer,3195535924,22289
2007,18:19.4,Navy,Products,Limited Competition with multiple offers,10-24 Offers,62398129.46,654
2007,18:19.4,Navy,Products,Limited Competition with multiple offers,5-9 Offers,210735438.3,2122
2007,18:19.4,Navy,Products,Limited Competition with multiple offers,Two Offers,1880354775,7160
2007,18:19.4,Navy,Products,No Competition (Follow on to competed action),No competition,52973587.24,438
2007,18:19.4,Navy,Products,No Competition (Only One Source Exception),No competition,22332201123,45791
2007,18:19.4,Navy,Products,No Competition (Unlabeled Exception),No competition,205946241.4,2786
2007,18:19.4,Navy,R&D,Full Competition (Multiple Offers),25-99 Offers,67279910,130
2007,18:19.4,Navy,R&D,No Competition (Other Exception),No competition,860273351.3,1450
2007,18:19.4,Navy,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,84954.78,3
2007,18:19.4,Other DoD,ERS,Full Competition (Multiple Offers),10-24 Offers,50274,3
2007,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,10-24 Offers,0,NULL
2007,18:19.4,Other DoD,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,7270,2
2007,18:19.4,Other DoD,ERS,No Competition (Only One Source Exception),No competition,40728952.45,112
2007,18:19.4,Other DoD,ERS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,88379,3
2007,18:19.4,Other DoD,FRS&C,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-14656,9
2007,18:19.4,Other DoD,FRS&C,Limited Competition with multiple offers,10-24 Offers,25410562,31
2007,18:19.4,Other DoD,FRS&C,No Competition (Follow on to competed action),No competition,698352,3
2007,18:19.4,Other DoD,FRS&C,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,1
2007,18:19.4,Other DoD,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,0,1
2007,18:19.4,Other DoD,ICT,No Competition (Other Exception),No competition,199569269.2,2099
2007,18:19.4,Other DoD,ICT,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),-24987.97,3
2007,18:19.4,Other DoD,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1012121,34
2007,18:19.4,Other DoD,Products,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,2918727.07,276
2007,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),5-9 Offers,136038236.8,279
2007,18:19.4,Other DoD,R&D,No Competition (Only One Source Exception),No competition,173462978.6,364
2008,18:19.4,Air Force,ERS,Limited Competition with multiple offers,5-9 Offers,100231794.9,670
2008,18:19.4,Air Force,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,0,1
2008,18:19.4,Air Force,ERS,No Competition (Only One Source Exception),No competition,2473568628,3594
2008,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),5-9 Offers,470309175.8,1808
2008,18:19.4,Air Force,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,17426375,129
2008,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),Two Offers,1485841598,1476
2008,18:19.4,Air Force,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,64928654.43,541
2008,18:19.4,Air Force,Products,Limited Competition with multiple offers,10-24 Offers,160731395.1,602
2008,18:19.4,Air Force,Products,Limited Competition with multiple offers,Two Offers,397490969.1,4052
2008,18:19.4,Air Force,Products,No Competition (Follow on to competed action),No competition,163093348.5,599
2008,18:19.4,Air Force,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,8513.12,4
2008,18:19.4,Air Force,R&D,Full Competition (Multiple Offers),100+ Offers,96366837.69,197
2008,18:19.4,Air Force,R&D,Full Competition (Multiple Offers),3-4 Offers,1320567072,1336
2008,18:19.4,Air Force,R&D,No Competition (Other Exception),No competition,2623286748,713
2008,18:19.4,Army,NULL,Full Competition (Multiple Offers),100+ Offers,0,8
2008,18:19.4,Army,NULL,Full Competition (Multiple Offers),3-4 Offers,0,2
2008,18:19.4,Army,NULL,No Competition (Other Exception),No competition,273579.66,17
2008,18:19.4,Army,ERS,Full Competition (Multiple Offers),25-99 Offers,1608000,4
2008,18:19.4,Army,ERS,Limited Competition with multiple offers,100+ Offers,17575,1
2008,18:19.4,Army,ERS,Limited Competition with multiple offers,3-4 Offers,665170793.7,2069
2008,18:19.4,Army,FRS&C,No Competition (Other Exception),No competition,2508776329,13276
2008,18:19.4,Army,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,220748435.1,741
2008,18:19.4,Army,Fuel,Limited Competition with multiple offers,10-24 Offers,28273,1
2008,18:19.4,Army,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,29566367.95,292
2008,18:19.4,Army,ICT,Full Competition (Multiple Offers),10-24 Offers,148494267.2,313
2008,18:19.4,Army,ICT,Full Competition (Multiple Offers),25-99 Offers,2275622.81,17
2008,18:19.4,Army,ICT,Full Competition (Multiple Offers),Two Offers,144567194.2,712
2008,18:19.4,Army,ICT,Limited Competition with multiple offers,10-24 Offers,98855978.43,299
2008,18:19.4,Army,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,1
2008,18:19.4,Army,MED,Competition with single offer,One Offer,145076387.8,2774
2008,18:19.4,Army,MED,Full Competition (Multiple Offers),5-9 Offers,25262151.86,201
2008,18:19.4,Army,PAMS,Full Competition (Multiple Offers),5-9 Offers,1509404722,5158
2008,18:19.4,Army,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,56546322.6,150
2008,18:19.4,Army,PAMS,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),-830427.54,4
2008,18:19.4,Army,Products,No Competition (Unlabeled Exception),No competition,94747488.71,1465
2008,18:19.4,Army,R&D,Limited Competition with multiple offers,25-99 Offers,61880935.37,453
2008,18:19.4,Army,R&D,Limited Competition with multiple offers,Two Offers,643334037.4,1120
2008,18:19.4,Army,R&D,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,4370689.9,30
2008,18:19.4,Army,R&D,No Competition (Follow on to competed action),No competition,13532107.11,62
2008,18:19.4,Army,R&D,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,213005391.3,200
2008,18:19.4,DLA,ERS,Limited Competition with multiple offers,3-4 Offers,25163115.69,902
2008,18:19.4,DLA,FRS&C,No Competition (Other Exception),No competition,34924435.06,695
2008,18:19.4,DLA,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,-600,2
2008,18:19.4,DLA,Fuel,Limited Competition with multiple offers,25-99 Offers,29695774.11,30
2008,18:19.4,DLA,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-54422.21,17
2008,18:19.4,DLA,ICT,Full Competition (Multiple Offers),10-24 Offers,210358.75,5
2008,18:19.4,DLA,ICT,Full Competition (Multiple Offers),Two Offers,2132186.46,45
2008,18:19.4,DLA,ICT,Limited Competition with multiple offers,10-24 Offers,6675735.77,10
2008,18:19.4,DLA,ICT,No Competition (Only One Source Exception),No competition,21345491.99,120
2008,18:19.4,DLA,MED,Competition with single offer,One Offer,37729.3,5
2008,18:19.4,DLA,Products,No Competition (Unlabeled Exception),No competition,711374.82,11
2008,18:19.4,DLA,R&D,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,173339.34,3
2008,18:19.4,MDA,FRS&C,Full Competition (Multiple Offers),5-9 Offers,-112679.43,1
2008,18:19.4,MDA,PAMS,Limited Competition with multiple offers,Two Offers,2756863.07,18
2008,18:19.4,MDA,PAMS,No Competition (Follow on to competed action),No competition,14405660.5,56
2008,18:19.4,MDA,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,17112286.98,21
2008,18:19.4,MDA,Products,Limited Competition with multiple offers,3-4 Offers,217774,7
2008,18:19.4,MDA,Products,Limited Competition with multiple offers,Two Offers,898859.09,9
2007,18:19.4,Navy,PAMS,Full Competition (Multiple Offers),3-4 Offers,494050560.3,3202
2007,18:19.4,Navy,PAMS,Limited Competition with multiple offers,25-99 Offers,67854677.82,272
2007,18:19.4,Navy,PAMS,Limited Competition with multiple offers,5-9 Offers,381750900.2,2000
2007,18:19.4,Navy,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,83411,2
2007,18:19.4,Navy,Products,Full Competition (Multiple Offers),Two Offers,1981506417,7665
2007,18:19.4,Navy,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,5530372.92,151
2007,18:19.4,Navy,R&D,Limited Competition with multiple offers,100+ Offers,22031764.88,559
2007,18:19.4,Navy,R&D,Limited Competition with multiple offers,Two Offers,4749248396,1048
2007,18:19.4,Navy,R&D,No Competition (Follow on to competed action),No competition,3658582,13
2007,18:19.4,Other DoD,ERS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,100815.47,24
2007,18:19.4,Other DoD,ERS,Full Competition (Multiple Offers),3-4 Offers,26639495.32,98
2007,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,25-99 Offers,0,NULL
2007,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,5-9 Offers,232576.96,12
2007,18:19.4,Other DoD,FRS&C,Full Competition (Multiple Offers),5-9 Offers,24017566.76,136
2007,18:19.4,Other DoD,FRS&C,Limited Competition with multiple offers,3-4 Offers,9845438.39,91
2007,18:19.4,Other DoD,FRS&C,Limited Competition with multiple offers,Two Offers,1953895.8,28
2007,18:19.4,Other DoD,ICT,Competition with single offer,One Offer,668627763.1,3687
2007,18:19.4,Other DoD,ICT,Full Competition (Multiple Offers),100+ Offers,82746,1
2007,18:19.4,Other DoD,ICT,Full Competition (Multiple Offers),3-4 Offers,346099362.9,926
2007,18:19.4,Other DoD,PAMS,Full Competition (Multiple Offers),100+ Offers,9902045.56,28
2007,18:19.4,Other DoD,PAMS,Full Competition (Multiple Offers),Two Offers,124113449.8,447
2007,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,10-24 Offers,4976552.85,74
2007,18:19.4,Other DoD,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,561345.77,8
2007,18:19.4,Other DoD,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1172159.97,89
2007,18:19.4,Other DoD,Products,Competition with single offer (Overrode blank Fair Opportunity),One Offer,40950794.31,935
2007,18:19.4,Other DoD,Products,Limited Competition with multiple offers,25-99 Offers,253996,7
2007,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),Two Offers,165440721.9,314
2007,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,10-24 Offers,12309147,99
2007,18:19.4,Other DoD,R&D,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-173867,11
2008,18:19.4,Air Force,ERS,Full Competition (Multiple Offers),5-9 Offers,242493973.4,796
2008,18:19.4,Air Force,ERS,Limited Competition with multiple offers,Two Offers,48925490.42,777
2008,18:19.4,Air Force,ERS,No Competition (Follow on to competed action),No competition,46949174.54,122
2008,18:19.4,Air Force,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,11901319.32,53
2008,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),Two Offers,297152814.6,1417
2008,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,10-24 Offers,456892623.8,2386
2008,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,1840238.03,15
2008,18:19.4,Air Force,FRS&C,No Competition (Other Exception),No competition,885122280.8,5571
2008,18:19.4,Air Force,Fuel,Limited Competition with multiple offers,3-4 Offers,48779.33,7
2008,18:19.4,Air Force,ICT,Full Competition (Multiple Offers),10-24 Offers,25161063.25,68
2008,18:19.4,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,145700947.2,889
2008,18:19.4,Air Force,ICT,Limited Competition with multiple offers,Two Offers,207115708.2,495
2008,18:19.4,Air Force,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,6242088.48,14
2008,18:19.4,Air Force,ICT,No Competition (Follow on to competed action),No competition,20882447.44,157
2008,18:19.4,Air Force,MED,Competition with single offer (Overrode blank Fair Opportunity),One Offer,420924.58,12
2008,18:19.4,Air Force,PAMS,Competition with single offer,One Offer,1128699131,5622
2008,18:19.4,Air Force,Products,Full Competition (Multiple Offers),25-99 Offers,54974.8,3
2008,18:19.4,Air Force,Products,Full Competition (Multiple Offers),5-9 Offers,232633478,831
2008,18:19.4,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,568773796.5,10343
2008,18:19.4,Air Force,R&D,Competition with single offer,One Offer,1351081261,3934
2008,18:19.4,Air Force,R&D,Limited Competition with multiple offers,25-99 Offers,23393126.45,224
2008,18:19.4,Army,NULL,Competition with single offer,One Offer,-234471.75,18
2008,18:19.4,Army,NULL,Competition with single offer (Overrode blank Fair Opportunity),One Offer,49198.78,1
2009,18:19.4,Army,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,-455161.13,6
2009,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),Two Offers,3963021817,7168
2009,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-4955.28,12
2009,18:19.4,Army,Fuel,Full Competition (Multiple Offers),25-99 Offers,139884.09,10
2009,18:19.4,Army,Fuel,Limited Competition with multiple offers,3-4 Offers,6864256.51,213
2009,18:19.4,Army,Fuel,No Competition (Unlabeled Exception),No competition,155964.46,18
2009,18:19.4,Army,ICT,Limited Competition with multiple offers,5-9 Offers,118772190,541
2009,18:19.4,Army,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,363891.48,1
2009,18:19.4,Army,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,904571,1
2009,18:19.4,Army,ICT,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),-17259.27,1
2009,18:19.4,Army,MED,Full Competition (Multiple Offers),10-24 Offers,9527053.65,38
2009,18:19.4,Army,MED,Limited Competition with multiple offers,5-9 Offers,52814819.4,623
2009,18:19.4,Army,MED,Limited Competition with multiple offers,Two Offers,31649963.32,497
2009,18:19.4,Army,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,3061829.33,26
2009,18:19.4,Army,MED,No Competition (Follow on to competed action),No competition,108003719.9,412
2009,18:19.4,Army,MED,No Competition (Only One Source Exception),No competition,152941532.1,1114
2009,18:19.4,Army,PAMS,Competition with single offer,One Offer,4866411354,15033
2009,18:19.4,Army,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,1861957.27,50
2009,18:19.4,Army,PAMS,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),-5308,2
2009,18:19.4,Army,Products,Full Competition (Multiple Offers),5-9 Offers,1831965004,5634
2009,18:19.4,Army,Products,Limited Competition with multiple offers,100+ Offers,7562294.2,1118
2009,18:19.4,Army,R&D,Competition with single offer,One Offer,1731203182,5570
2009,18:19.4,Army,R&D,Full Competition (Multiple Offers),100+ Offers,111036301.8,174
2009,18:19.4,Army,R&D,Full Competition (Multiple Offers),3-4 Offers,446320675.9,733
2009,18:19.4,Army,R&D,No Competition (Only One Source Exception),No competition,3392057359,2106
2009,18:19.4,DLA,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,3867.92,1
2009,18:19.4,DLA,FRS&C,Full Competition (Multiple Offers),Two Offers,128419086.9,1651
2009,18:19.4,DLA,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-7407.81,1
2009,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),25-99 Offers,5169648730,313
2009,18:19.4,DLA,Fuel,Limited Competition with multiple offers,100+ Offers,4446876.79,2
2009,18:19.4,DLA,Fuel,Limited Competition with multiple offers,3-4 Offers,2768905.01,207
2009,18:19.4,DLA,ICT,Limited Competition with multiple offers,5-9 Offers,1325229.23,24
2009,18:19.4,DLA,PAMS,Competition with single offer,One Offer,98899887.37,386
2009,18:19.4,DLA,Products,Full Competition (Multiple Offers),5-9 Offers,3936038367,147588
2009,18:19.4,DLA,Products,Limited Competition with multiple offers,100+ Offers,9945,5
2009,18:19.4,DLA,Products,Limited Competition with multiple offers,3-4 Offers,273836521.2,9429
2009,18:19.4,DLA,R&D,Competition with single offer,One Offer,5160830.5,21
2009,18:19.4,DLA,R&D,Full Competition (Multiple Offers),100+ Offers,887396,1
2009,18:19.4,DLA,R&D,Full Competition (Multiple Offers),3-4 Offers,2475263,10
2009,18:19.4,MDA,PAMS,Competition with single offer,One Offer,224457438.3,276
2009,18:19.4,MDA,PAMS,Full Competition (Multiple Offers),3-4 Offers,7578232,8
2009,18:19.4,MDA,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,23928,1
2009,18:19.4,MDA,R&D,Full Competition (Multiple Offers),3-4 Offers,1255304024,138
2009,18:19.4,MDA,R&D,Limited Competition with multiple offers,5-9 Offers,11943194.3,35
2009,18:19.4,MilitaryHealth,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,0,2
2009,18:19.4,MilitaryHealth,Products,No Competition (Only One Source Exception),No competition,363994.1,4
2009,18:19.4,Navy,NULL,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2009,18:19.4,Navy,ERS,Full Competition (Multiple Offers),25-99 Offers,-764515.5,67
2009,18:19.4,Navy,ERS,Limited Competition with multiple offers,3-4 Offers,232235297.7,2547
2009,18:19.4,Navy,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,12375284.45,563
2009,18:19.4,Navy,FRS&C,Competition with single offer,One Offer,300350618.1,3277
2009,18:19.4,Navy,FRS&C,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-8079.69,1
2009,18:19.4,Navy,FRS&C,Full Competition (Multiple Offers),3-4 Offers,1001659004,5046
2009,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,25-99 Offers,2349034,14
2009,18:19.4,Navy,FRS&C,Unlabeled: Competition; Unlabeled Offers,NULL,32960099.94,63
2009,18:19.4,Navy,Fuel,No Competition (Only One Source Exception),No competition,853460.09,129
2009,18:19.4,Navy,Fuel,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,15861.27,14
2009,18:19.4,Navy,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,588469.66,41
2009,18:19.4,Navy,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,-34618.99,5
2009,18:19.4,Navy,ICT,No Competition (Unlabeled Exception),No competition,1094771.53,125
2009,18:19.4,Navy,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,7123210.12,80
2009,18:19.4,Navy,MED,Limited Competition with multiple offers,3-4 Offers,27049921.83,320
2009,18:19.4,Navy,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,0,2
2009,18:19.4,Navy,MED,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,20076025.33,215
2009,18:19.4,Navy,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-345167.23,70
2009,18:19.4,Navy,PAMS,Limited Competition with multiple offers,100+ Offers,25436668,256
2009,18:19.4,Navy,PAMS,Limited Competition with multiple offers,25-99 Offers,33966644.77,182
2009,18:19.4,Navy,PAMS,Limited Competition with multiple offers,5-9 Offers,658890367,2870
2009,18:19.4,Navy,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,1153140.77,10
2009,18:19.4,Navy,Products,Full Competition (Multiple Offers),Two Offers,1200664868,6935
2009,18:19.4,Navy,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,718513.91,31
2009,18:19.4,Navy,Products,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),77628.3,1
2009,18:19.4,Navy,R&D,Full Competition (Multiple Offers),10-24 Offers,28705748.19,118
2009,18:19.4,Navy,R&D,Full Competition (Multiple Offers),25-99 Offers,35069432.68,147
2009,18:19.4,Navy,R&D,Full Competition (Multiple Offers),5-9 Offers,314937426.2,376
2009,18:19.4,Navy,R&D,Limited Competition with multiple offers,100+ Offers,34075006.2,1177
2009,18:19.4,Navy,R&D,Limited Competition with multiple offers,Two Offers,4050118501,927
2009,18:19.4,Navy,R&D,No Competition (Follow on to competed action),No competition,20686827.92,47
2009,18:19.4,Other DoD,ERS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-34740.34,1
2009,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,25-99 Offers,223723521.3,188
2009,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,5-9 Offers,391371562.7,339
2009,18:19.4,Other DoD,ICT,Competition with single offer,One Offer,667958638.6,3408
2009,18:19.4,Other DoD,ICT,Limited Competition with multiple offers,25-99 Offers,40504700.19,15
2009,18:19.4,Other DoD,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,5624508,6
2009,18:19.4,Other DoD,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,-2036208.83,11
2009,18:19.4,Other DoD,MED,Limited Competition with multiple offers,5-9 Offers,875537.53,6
2009,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,10-24 Offers,22843914.94,1552
