fiscal_year,Query_Run,Customer,SubCustomer,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2001,00:36.7,Defense,Army,Cost Sharing,22769935,31
2001,00:36.7,Defense,Army,Fixed Price Award Fee,32819622.54,88
2001,00:36.7,Defense,MDA,Cost Sharing,300000,2
2001,00:36.7,Defense,MilitaryHealth,Not Reported,1498157,7
2001,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,670299481,619
2001,00:36.7,Defense,Navy,Time and Materials,754208395.2,3584
2002,00:36.7,Defense,Air Force,Cost Sharing,22125634,82
2002,00:36.7,Defense,Air Force,Fixed Price Incentive,976277464,446
2002,00:36.7,Defense,Air Force,Not Reported,2019095347,10786
2002,00:36.7,Defense,Army,Cost No Fee,847069273,1711
2002,00:36.7,Defense,MDA,Cost No Fee,4319255,12
2002,00:36.7,Defense,Navy,Combination (two or more),19712031.34,6
2002,00:36.7,Defense,Navy,Fixed Price Incentive,6826852128,1789
2002,00:36.7,Defense,Navy,Not Reported,2668604473,11522
2002,00:36.7,Defense,Other DoD,Cost Plus Award Fee,1056243892,855
2002,00:36.7,Defense,Other DoD,Cost Plus Incentive,79706137,4
2003,00:36.7,Defense,Air Force,Cost No Fee,1115571298,1356
2003,00:36.7,Defense,Air Force,Labor Hours,188649192,533
2003,00:36.7,Defense,Army,Cost Plus Incentive,1422472017,568
2003,00:36.7,Defense,Army,Fixed Price Award Fee,177063424,194
2003,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,623822783,817
2003,00:36.7,Defense,DLA,Cost Plus Incentive,3155,2
2003,00:36.7,Defense,Navy,Firm Fixed Price,22370759594,109525
2003,00:36.7,Defense,Other DoD,Cost Sharing,2602893,7
2003,00:36.7,Defense,Other DoD,Fixed Price Award Fee,10097300,17
2004,00:36.7,Defense,Air Force,Combination (two or more),199907006.2,363
2004,00:36.7,Defense,Air Force,Fixed Price Incentive,1085075647,381
2004,00:36.7,Defense,Air Force,Fixed Price Level of Effort,13587673,17
2004,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,962555992,315
2004,00:36.7,Defense,Air Force,Not Reported,1987486283,12082
2004,00:36.7,Defense,Air Force,Time and Materials,2871639648,5066
2004,00:36.7,Defense,Army,Cost No Fee,1525588023,5753
2004,00:36.7,Defense,Army,Fixed Price Incentive,300629841,94
2004,00:36.7,Defense,Army,Fixed Price Level of Effort,18115353,14
2004,00:36.7,Defense,Army,Not Reported,3217275931,51196
2004,00:36.7,Defense,DLA,Cost Sharing,4528859,8
2004,00:36.7,Defense,DLA,Fixed Price Incentive,120226699,39
2004,00:36.7,Defense,DLA,Fixed Price Level of Effort,0,NULL
2004,00:36.7,Defense,DLA,Not Reported,794446175,1784
2004,00:36.7,Defense,MDA,Not Reported,19353530.19,65
2004,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,104373943,22
2004,00:36.7,Defense,Navy,Combination (two or more),22960466.95,40
2004,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,Other DoD,Cost No Fee,141521611.8,167
2004,00:36.7,Defense,Other DoD,Labor Hours,61605377.36,177
2005,00:36.7,Defense,Air Force,Cost No Fee,1161884911,2028
1999,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,345197691,1303
1999,00:36.7,Defense,Other DoD,Labor Hours,15690965,30
2000,00:36.7,Defense,Air Force,Firm Fixed Price,20635732199,34394
2000,00:36.7,Defense,Army,Combination (two or more),59438.97,4
2000,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,1367087988,153
2000,00:36.7,Defense,Navy,Cost Plus Award Fee,4531181609,7100
2000,00:36.7,Defense,Navy,Fixed Price Redetermination,243593684,447
2000,00:36.7,Defense,Other DoD,Combination (two or more),800815.84,10
2000,00:36.7,Defense,Other DoD,Fixed Price Incentive,79008695,37
2000,00:36.7,Defense,Other DoD,Time and Materials,601321064,894
2001,00:36.7,Defense,Air Force,Firm Fixed Price,21766901158,32516
2001,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2001,00:36.7,Defense,Army,Combination (two or more),619596.1,9
2001,00:36.7,Defense,DLA,Fixed Price Redetermination,7361210,68
2001,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,5108551048,3770
2001,00:36.7,Defense,Navy,Cost Plus Incentive,1580199241,360
2001,00:36.7,Defense,Other DoD,Combination (two or more),7000,1
2001,00:36.7,Defense,Other DoD,Fixed Price Incentive,156933429,22
2002,00:36.7,Defense,NULL,Firm Fixed Price,0,NULL
2002,00:36.7,Defense,Air Force,Cost Plus Award Fee,7282922666,2713
2002,00:36.7,Defense,Air Force,Fixed Price Redetermination,163811920,48
2002,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2002,00:36.7,Defense,Army,Fixed Price Redetermination,268560009,322
2002,00:36.7,Defense,Army,Time and Materials,1983180708,8192
2002,00:36.7,Defense,DLA,Fixed Price Redetermination,25937788,175
2002,00:36.7,Defense,MDA,Cost Plus Fixed Fee,212560473,169
2002,00:36.7,Defense,MDA,Fixed Price Redetermination,3714603,1
2002,00:36.7,Defense,MilitaryHealth,Cost Plus Award Fee,-111642,1
2002,00:36.7,Defense,Navy,Fixed Price Award Fee,305316890,1875
2002,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2003,00:36.7,Defense,NULL,Firm Fixed Price,0,NULL
2003,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,4311844359,7735
2003,00:36.7,Defense,Army,Firm Fixed Price,41134022664,184177
2003,00:36.7,Defense,DLA,Firm Fixed Price,9288932603,79614
2003,00:36.7,Defense,MDA,Fixed Price Redetermination,1655176,1
2003,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,-1192692,5
2003,00:36.7,Defense,Navy,Fixed Price Award Fee,511472926,1813
2003,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,6577906588,8427
2004,00:36.7,Defense,Air Force,Fixed Price Award Fee,1053183323,366
2004,00:36.7,Defense,Army,Cost Plus Fixed Fee,6673145016,8992
2004,00:36.7,Defense,Army,Firm Fixed Price,44215011315,256650
2004,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,DLA,Firm Fixed Price,10308167402,94403
2001,00:36.7,Defense,DLA,Cost Plus Fixed Fee,170540226,646
2001,00:36.7,Defense,MDA,Cost No Fee,1117694,5
2001,00:36.7,Defense,Navy,Fixed Price Incentive,5026282163,1857
2001,00:36.7,Defense,Navy,Labor Hours,147979111,369
2001,00:36.7,Defense,Navy,Not Reported,1607187801,9356
2001,00:36.7,Defense,Other DoD,Cost Plus Award Fee,587967792,627
2002,00:36.7,Defense,Air Force,Cost No Fee,2101649912,872
2002,00:36.7,Defense,Air Force,Labor Hours,227320166.2,571
2002,00:36.7,Defense,Army,Cost Plus Incentive,1414700429,514
2002,00:36.7,Defense,Army,Cost Sharing,32911926,43
2002,00:36.7,Defense,Army,Fixed Price Award Fee,91830677,133
2002,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,491765361,625
2002,00:36.7,Defense,DLA,Cost Plus Incentive,165352,5
2002,00:36.7,Defense,Navy,Time and Materials,826344893.5,3851
2002,00:36.7,Defense,Other DoD,Cost Sharing,-203996,4
2002,00:36.7,Defense,Other DoD,Fixed Price Award Fee,4535239.64,13
2003,00:36.7,Defense,Air Force,Combination (two or more),111233463.7,177
2003,00:36.7,Defense,Air Force,Cost Sharing,20252775,62
2003,00:36.7,Defense,Air Force,Fixed Price Incentive,1314312088,462
2003,00:36.7,Defense,Air Force,Fixed Price Level of Effort,1392140,7
2003,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,514137199,374
2003,00:36.7,Defense,Air Force,Not Reported,2234809259,13295
2003,00:36.7,Defense,Army,Cost No Fee,1239574469,2020
2003,00:36.7,Defense,DLA,Cost Sharing,4525517,4
2003,00:36.7,Defense,MDA,Cost No Fee,5443086,5
2003,00:36.7,Defense,MDA,Not Reported,40418410,110
2003,00:36.7,Defense,Navy,Combination (two or more),9005546,18
2003,00:36.7,Defense,Navy,Fixed Price Incentive,6563049956,1585
2003,00:36.7,Defense,Navy,Not Reported,2325506673,12890
2003,00:36.7,Defense,Other DoD,Cost No Fee,135585951.4,157
2003,00:36.7,Defense,Other DoD,Cost Plus Incentive,10714814,7
2004,00:36.7,Defense,Air Force,Cost No Fee,2153734310,25400
2004,00:36.7,Defense,Air Force,Labor Hours,195825383.6,627
2004,00:36.7,Defense,Army,Cost Plus Incentive,1595415805,535
2004,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1286485071,2854
2004,00:36.7,Defense,DLA,Cost No Fee,32942626,12
2004,00:36.7,Defense,DLA,Cost Plus Incentive,20425734,5
2004,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,-194818,11
2004,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,Navy,Firm Fixed Price,23226628120,126108
2004,00:36.7,Defense,Other DoD,Cost Sharing,3328788.74,6
2004,00:36.7,Defense,Other DoD,Fixed Price Award Fee,4846682.11,27
2004,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,5800000,1
2005,00:36.7,Defense,Air Force,Combination (two or more),323371331.5,709
2005,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,4636478208,547
2005,00:36.7,Defense,Air Force,Time and Materials,2870670116,6147
2000,00:36.7,Defense,DLA,Fixed Price Incentive,0,NULL
2000,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2000,00:36.7,Defense,Other DoD,Fixed Price Award Fee,284782,4
2001,00:36.7,Defense,Air Force,Combination (two or more),196675361,11
2001,00:36.7,Defense,Army,Cost Plus Award Fee,3945369044,1971
2001,00:36.7,Defense,Army,Cost Plus Fixed Fee,3714078421,6722
2001,00:36.7,Defense,Army,Labor Hours,143617188,528
2001,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2001,00:36.7,Defense,DLA,Cost No Fee,1795731,13
2001,00:36.7,Defense,DLA,Labor Hours,1363938,17
2001,00:36.7,Defense,MDA,Firm Fixed Price,7648615,26
2001,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,1357076,2
2001,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,554032907,1031
2002,00:36.7,Defense,Air Force,Cost Plus Incentive,785288246,628
2002,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,924160536,477
2002,00:36.7,Defense,Army,Not Reported,2389030367,27922
2002,00:36.7,Defense,DLA,Not Reported,606643618,2125
2002,00:36.7,Defense,DLA,Time and Materials,34049573,129
2002,00:36.7,Defense,MDA,Cost Plus Award Fee,2199176492,311
2002,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,1620000,1
2002,00:36.7,Defense,MilitaryHealth,Not Reported,2235567,15
2002,00:36.7,Defense,Navy,Cost Plus Fixed Fee,10484441957,22936
2002,00:36.7,Defense,Navy,Fixed Price Level of Effort,9889264,2
2002,00:36.7,Defense,Navy,Other (none of the above),0,3
2002,00:36.7,Defense,Other DoD,Fixed Price Redetermination,875030,4
2002,00:36.7,Defense,Other DoD,Not Reported,824288245.5,3867
2003,00:36.7,Defense,Air Force,Time and Materials,2559932587,5135
2003,00:36.7,Defense,Army,Fixed Price Level of Effort,2036526,2
2003,00:36.7,Defense,Army,Other (none of the above),6521716,14
2003,00:36.7,Defense,DLA,Cost Plus Fixed Fee,204232335,528
2003,00:36.7,Defense,MDA,Time and Materials,3475802,14
2003,00:36.7,Defense,MilitaryHealth,Fixed Price Level of Effort,0,1
2003,00:36.7,Defense,Navy,Cost Sharing,32777439,47
2003,00:36.7,Defense,Navy,Fixed Price Redetermination,65218560,223
2003,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,424726593,3697
2003,00:36.7,Defense,Other DoD,Labor Hours,23171630.8,73
2004,00:36.7,Defense,Air Force,Cost Sharing,22955079,64
2004,00:36.7,Defense,Air Force,Firm Fixed Price,27502390509,43778
2004,00:36.7,Defense,Army,Combination (two or more),189983682.6,304
2004,00:36.7,Defense,DLA,Combination (two or more),2272413,5
2004,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,4346831181,620
2004,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,17358785,11
2004,00:36.7,Defense,Navy,Cost No Fee,581565664.1,668
2004,00:36.7,Defense,Navy,Cost Plus Award Fee,8571451077,8157
2004,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,612811350.9,528
2000,00:36.7,Defense,Navy,Cost Plus Incentive,2186857318,386
2000,00:36.7,Defense,Other DoD,Cost No Fee,49464700,125
2000,00:36.7,Defense,Other DoD,Labor Hours,34517303.77,39
2001,00:36.7,Defense,Air Force,Cost No Fee,1755541678,1800
2001,00:36.7,Defense,Air Force,Fixed Price Award Fee,228877403,274
2001,00:36.7,Defense,Air Force,Labor Hours,266008691,553
2001,00:36.7,Defense,Army,Firm Fixed Price,26000176068,68725
2001,00:36.7,Defense,DLA,Firm Fixed Price,5600894793,52453
2001,00:36.7,Defense,MDA,Cost Plus Fixed Fee,174832459,165
2001,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,2114171753,325
2001,00:36.7,Defense,Other DoD,Cost Sharing,14198694,12
2001,00:36.7,Defense,Other DoD,Firm Fixed Price,2108128411,7639
2001,00:36.7,Defense,Other DoD,Fixed Price Award Fee,6698633,21
2001,00:36.7,Defense,Other DoD,Time and Materials,469532050.3,782
2002,00:36.7,Defense,Air Force,Combination (two or more),49675501,50
2002,00:36.7,Defense,Air Force,Time and Materials,1837386480,4016
2002,00:36.7,Defense,Army,Cost Plus Award Fee,5286984453,2677
2002,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2002,00:36.7,Defense,Army,Other (none of the above),4705716,10
2002,00:36.7,Defense,DLA,Cost Plus Award Fee,681822,2
2002,00:36.7,Defense,DLA,Cost Plus Fixed Fee,234454601,812
2002,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,6381948548,5962
2002,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2002,00:36.7,Defense,MDA,Not Reported,31146321.65,100
2002,00:36.7,Defense,MDA,Time and Materials,2499761.2,18
2002,00:36.7,Defense,Other DoD,Cost No Fee,105501940,153
2002,00:36.7,Defense,Other DoD,Labor Hours,19042977.88,52
2003,00:36.7,Defense,Air Force,Cost Plus Incentive,1782661759,706
2003,00:36.7,Defense,Air Force,Fixed Price Award Fee,1206898095,463
2003,00:36.7,Defense,Air Force,Fixed Price Redetermination,6742346,22
2003,00:36.7,Defense,MDA,Cost Sharing,84975,1
2003,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,5707662700,586
2003,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,6730355,4
2003,00:36.7,Defense,MilitaryHealth,Not Reported,844183,21
2003,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,1337568593,615
2003,00:36.7,Defense,Other DoD,Firm Fixed Price,3291903937,10757
2003,00:36.7,Defense,Other DoD,Time and Materials,1155885752,1300
2004,00:36.7,Defense,Army,Cost Plus Award Fee,12568061131,3172
2004,00:36.7,Defense,Army,Other (none of the above),6755884,12
2004,00:36.7,Defense,DLA,Cost Plus Fixed Fee,6247900,19
2004,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,8191586461,12273
2004,00:36.7,Defense,DLA,Other (none of the above),269799,2
2004,00:36.7,Defense,MDA,Combination (two or more),69291176,63
2004,00:36.7,Defense,MDA,Cost No Fee,191022182,18
2004,00:36.7,Defense,MDA,Time and Materials,6633869.57,12
2002,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,3091637377,6920
2002,00:36.7,Defense,Air Force,Fixed Price Award Fee,849962285,383
2002,00:36.7,Defense,Air Force,Other (none of the above),0,1
2002,00:36.7,Defense,Army,Combination (two or more),271569.07,11
2002,00:36.7,Defense,Army,Firm Fixed Price,28253165641,116153
2002,00:36.7,Defense,Army,Fixed Price Incentive,495275946,125
2002,00:36.7,Defense,DLA,Cost Sharing,2624604,13
2002,00:36.7,Defense,DLA,Firm Fixed Price,7290502824,65846
2002,00:36.7,Defense,DLA,Fixed Price Incentive,31806,1
2002,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,4180231370,357
2002,00:36.7,Defense,Navy,Cost No Fee,319417407.5,872
2002,00:36.7,Defense,Navy,Cost Plus Award Fee,6019033978,9499
2002,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,472049223,994
2002,00:36.7,Defense,Navy,Labor Hours,219254967,571
2002,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2002,00:36.7,Defense,Other DoD,Firm Fixed Price,2425445187,10058
2002,00:36.7,Defense,Other DoD,Fixed Price Incentive,738194250,94
2002,00:36.7,Defense,Other DoD,Time and Materials,637966685.4,1194
2003,00:36.7,Defense,Army,Cost Plus Award Fee,7527684338,3270
2003,00:36.7,Defense,Army,Cost Sharing,38891617,66
2003,00:36.7,Defense,Army,Labor Hours,261977310,1655
2003,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2003,00:36.7,Defense,DLA,Cost No Fee,8725120,20
2003,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,7336510582,8612
2003,00:36.7,Defense,DLA,Labor Hours,9335669,32
2003,00:36.7,Defense,MDA,Combination (two or more),8050613,15
2003,00:36.7,Defense,Navy,Time and Materials,1021917521,4710
2003,00:36.7,Defense,Other DoD,Cost Plus Award Fee,1056629187,924
2003,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,1194895861,1471
2004,00:36.7,Defense,Air Force,Cost Plus Incentive,1896096216,656
2004,00:36.7,Defense,Air Force,Fixed Price Redetermination,90344282,51
2004,00:36.7,Defense,Army,Time and Materials,3479767312,9526
2004,00:36.7,Defense,DLA,Time and Materials,61729727,171
2004,00:36.7,Defense,MilitaryHealth,Not Reported,980398,18
2004,00:36.7,Defense,Navy,Cost Plus Fixed Fee,11611578988,27632
2004,00:36.7,Defense,Navy,Fixed Price Award Fee,775656595,1813
2004,00:36.7,Defense,Navy,Fixed Price Level of Effort,55001,2
2004,00:36.7,Defense,Other DoD,Not Reported,728271847.5,3905
2005,00:36.7,Defense,Air Force,Fixed Price Level of Effort,32820367,31
2005,00:36.7,Defense,Army,Fixed Price Award Fee,266484953.7,225
2005,00:36.7,Defense,Army,Other (none of the above),8105529,11
2005,00:36.7,Defense,DLA,Cost Plus Fixed Fee,15743066,50
2005,00:36.7,Defense,DLA,Fixed Price Award Fee,6127082,313
2005,00:36.7,Defense,MDA,Cost No Fee,178949958,18
2005,00:36.7,Defense,MDA,Labor Hours,1097619,3
2005,00:36.7,Defense,MDA,Time and Materials,16448229,22
2000,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,4353643075,2092
2000,00:36.7,Defense,DLA,Labor Hours,183705.7,3
2000,00:36.7,Defense,DLA,Time and Materials,26303563,56
2000,00:36.7,Defense,Navy,Cost Plus Fixed Fee,8953438450,20834
2000,00:36.7,Defense,Navy,Fixed Price Award Fee,121561846,140
2000,00:36.7,Defense,Other DoD,Not Reported,581953749.8,2410
2001,00:36.7,Defense,NULL,Firm Fixed Price,0,NULL
2001,00:36.7,Defense,Air Force,Fixed Price Redetermination,237639849,70
2001,00:36.7,Defense,Army,Time and Materials,1524224452,4568
2001,00:36.7,Defense,DLA,Time and Materials,33094192,91
2001,00:36.7,Defense,MDA,Fixed Price Redetermination,12900000,1
2001,00:36.7,Defense,MDA,Time and Materials,160000,1
2001,00:36.7,Defense,Navy,Cost Plus Fixed Fee,12265080160,19082
2001,00:36.7,Defense,Navy,Fixed Price Award Fee,339854886,377
2001,00:36.7,Defense,Navy,Fixed Price Redetermination,283510259,389
2001,00:36.7,Defense,Navy,Other (none of the above),0,1
2001,00:36.7,Defense,Other DoD,Not Reported,568001709.8,2491
2002,00:36.7,Defense,Air Force,Firm Fixed Price,27073907017,37243
2002,00:36.7,Defense,Army,Cost Plus Fixed Fee,4192517989,8132
2002,00:36.7,Defense,MDA,Firm Fixed Price,32587301,109
2002,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,711663,3
2002,00:36.7,Defense,Navy,Cost Plus Incentive,1178008678,889
2002,00:36.7,Defense,Other DoD,Combination (two or more),644110.16,6
2003,00:36.7,Defense,Air Force,Cost Plus Award Fee,9903817926,2942
2003,00:36.7,Defense,Air Force,Firm Fixed Price,30296497326,45962
2003,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2003,00:36.7,Defense,Army,Cost Plus Fixed Fee,5127426146,8573
2003,00:36.7,Defense,Army,Fixed Price Redetermination,114097406.5,379
2003,00:36.7,Defense,DLA,Fixed Price Redetermination,20808478.08,191
2003,00:36.7,Defense,MDA,Cost Plus Fixed Fee,305603382,180
2003,00:36.7,Defense,MDA,Firm Fixed Price,114871812.9,249
2003,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,133236248,7
2003,00:36.7,Defense,Navy,Cost Plus Incentive,2230884310,1137
2003,00:36.7,Defense,Other DoD,Combination (two or more),17528241.6,38
2004,00:36.7,Defense,NULL,Firm Fixed Price,401586,NULL
2004,00:36.7,Defense,Air Force,Cost Plus Award Fee,8443896012,2679
2004,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,Army,Fixed Price Redetermination,221562360,7511
2004,00:36.7,Defense,DLA,Fixed Price Redetermination,47484819.85,227
2004,00:36.7,Defense,MDA,Cost Plus Award Fee,2661249787,316
2004,00:36.7,Defense,MDA,Cost Plus Fixed Fee,297465904.2,233
2004,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,653493285.9,65
2004,00:36.7,Defense,Navy,Cost Sharing,36701621,62
2004,00:36.7,Defense,Other DoD,Fixed Price Redetermination,1541358,7
2004,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,Army,Labor Hours,533857884.8,1734
2004,00:36.7,Defense,DLA,Fixed Price Award Fee,2996144,12
2004,00:36.7,Defense,DLA,Labor Hours,25352803.78,66
2004,00:36.7,Defense,Navy,Fixed Price Redetermination,72268238,181
2004,00:36.7,Defense,Navy,Time and Materials,1029732856,5532
2004,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,1464041298,2459
2004,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,338667831,3193
2005,00:36.7,Defense,Air Force,Cost Sharing,33604573,79
2005,00:36.7,Defense,Air Force,Firm Fixed Price,25903993941,131337
2005,00:36.7,Defense,Air Force,Fixed Price Incentive,920758905,725
2005,00:36.7,Defense,Air Force,Not Reported,1733076610,22262
2005,00:36.7,Defense,Army,Combination (two or more),496812837.3,1970
2005,00:36.7,Defense,Army,Cost No Fee,4788179867,10110
2005,00:36.7,Defense,Army,Time and Materials,4734832888,9630
2005,00:36.7,Defense,DLA,Combination (two or more),6069650.05,10
2005,00:36.7,Defense,DLA,Time and Materials,76113163.96,252
2005,00:36.7,Defense,Navy,Cost Plus Fixed Fee,12128706036,33639
2005,00:36.7,Defense,Navy,Labor Hours,144486789.2,1325
2005,00:36.7,Defense,Other DoD,Combination (two or more),146217490,215
2005,00:36.7,Defense,Other DoD,Fixed Price Incentive,467105455.9,300
2005,00:36.7,Defense,Other DoD,Not Reported,736306313.5,6338
2006,00:36.7,Defense,Air Force,Cost No Fee,1141567727,2498
2006,00:36.7,Defense,Air Force,Cost Plus Award Fee,9717691185,3309
2006,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2006,00:36.7,Defense,Army,Cost Plus Incentive,1458107368,564
2006,00:36.7,Defense,Army,Cost Sharing,29525298.95,138
2006,00:36.7,Defense,Army,Fixed Price Award Fee,356514993.1,897
2006,00:36.7,Defense,Army,Fixed Price Redetermination,277188561.1,255
2006,00:36.7,Defense,DLA,Cost Plus Incentive,22892355,5
2006,00:36.7,Defense,DLA,Fixed Price Award Fee,8799040,748
2006,00:36.7,Defense,DLA,Fixed Price Redetermination,47794145,602
2006,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,176268178.3,2
2006,00:36.7,Defense,Navy,Time and Materials,1494094730,7126
2006,00:36.7,Defense,Other DoD,Cost Sharing,21905873,17
2006,00:36.7,Defense,Other DoD,Fixed Price Award Fee,81119420.18,52
2007,00:36.7,Defense,Air Force,Combination (two or more),2243623334,5598
2007,00:36.7,Defense,Air Force,Cost Sharing,23369428.4,98
2007,00:36.7,Defense,Air Force,Firm Fixed Price,36876983097,156372
2007,00:36.7,Defense,Air Force,Fixed Price Incentive,1889261624,1004
2007,00:36.7,Defense,Air Force,Not Reported,61765042.43,248
2007,00:36.7,Defense,Army,Cost No Fee,2453419982,4158
2007,00:36.7,Defense,Army,Cost Plus Fixed Fee,10107981998,15644
2007,00:36.7,Defense,MDA,Firm Fixed Price,70211820.22,342
2007,00:36.7,Defense,Other DoD,Combination (two or more),1724373235,3909
2007,00:36.7,Defense,Other DoD,Cost No Fee,137780564.8,362
2007,00:36.7,Defense,Other DoD,Order Dependent (IDV only),667000,NULL
2004,00:36.7,Defense,Navy,Labor Hours,167832670.2,1593
2004,00:36.7,Defense,Other DoD,Firm Fixed Price,3842880809,13860
2004,00:36.7,Defense,Other DoD,Fixed Price Incentive,382021602.8,207
2004,00:36.7,Defense,Other DoD,Time and Materials,1440091707,1674
2005,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2005,00:36.7,Defense,Army,Cost Plus Incentive,1539496591,513
2005,00:36.7,Defense,Army,Cost Sharing,30452666,80
2005,00:36.7,Defense,Army,Labor Hours,327253164.9,1867
2005,00:36.7,Defense,DLA,Cost Plus Incentive,24124999,9
2005,00:36.7,Defense,DLA,Fixed Price Redetermination,47424091.5,684
2005,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,12878202306,72939
2005,00:36.7,Defense,MDA,Combination (two or more),117706104,113
2005,00:36.7,Defense,MilitaryHealth,Cost Plus Award Fee,20071,2
2005,00:36.7,Defense,Navy,Fixed Price Incentive,4813246496,1068
2005,00:36.7,Defense,Navy,Time and Materials,1185427412,6669
2005,00:36.7,Defense,Other DoD,Cost Plus Award Fee,1375248080,1404
2006,00:36.7,Defense,Air Force,Fixed Price Redetermination,778208,31
2006,00:36.7,Defense,Air Force,Not Reported,1144651062,17500
2006,00:36.7,Defense,Army,Cost No Fee,2480949182,2757
2006,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1147441914,2274
2006,00:36.7,Defense,Army,Time and Materials,5560286514,10895
2006,00:36.7,Defense,MDA,Fixed Price Redetermination,-491207,1
2006,00:36.7,Defense,Navy,Cost Plus Fixed Fee,11705465593,34583
2006,00:36.7,Defense,Navy,Fixed Price Award Fee,395398764.8,795
2006,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2007,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,9392290048,16345
2007,00:36.7,Defense,Air Force,Fixed Price Level of Effort,111430945.9,150
2007,00:36.7,Defense,Air Force,Other (none of the above),0,1
2007,00:36.7,Defense,Army,Firm Fixed Price,79484521208,417812
2007,00:36.7,Defense,Army,Fixed Price Award Fee,236674942.3,535
2007,00:36.7,Defense,DLA,Cost Sharing,2052314.02,32
2007,00:36.7,Defense,DLA,Firm Fixed Price,17151441258,458986
2007,00:36.7,Defense,MDA,Cost No Fee,21375551,37
2007,00:36.7,Defense,MDA,Labor Hours,0,NULL
2007,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,276366067.3,11
2007,00:36.7,Defense,Navy,Not Reported,690803936.5,1439
